"created_at","bpp_details.bpp_id","location_details.address.name"
"Jul 10, 2025 @ 12:33:46.390","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:46.288","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:46.116","webapi.magicpin.in/oms_partner/ondc","Agari Malhari Katta"
"Jul 10, 2025 @ 12:33:43.887","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:43.794","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:43.765","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:43.398","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:43.151","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:41.445","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:40.881","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:40.707","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:40.345","webapi.magicpin.in/oms_partner/ondc","7 Street Biryani"
"Jul 10, 2025 @ 12:33:40.332","webapi.magicpin.in/oms_partner/ondc","Twins Apple Cafe"
"Jul 10, 2025 @ 12:33:39.073","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:38.143","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:38.049","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:37.606","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:37.435","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:36.802","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:35.784","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:35.693","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:34.742","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:34.189","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:33.205","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:33.188","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:32.795","webapi.magicpin.in/oms_partner/ondc","P Jaiswal International"
"Jul 10, 2025 @ 12:33:32.794","webapi.magicpin.in/oms_partner/ondc","Oye Kitchen"
"Jul 10, 2025 @ 12:33:32.790","webapi.magicpin.in/oms_partner/ondc","Oracle Sky Bar & Lounge"
"Jul 10, 2025 @ 12:33:32.372","webapi.magicpin.in/oms_partner/ondc","Orange Hotel"
"Jul 10, 2025 @ 12:33:32.371","webapi.magicpin.in/oms_partner/ondc","Delhi Corner"
"Jul 10, 2025 @ 12:33:32.370","webapi.magicpin.in/oms_partner/ondc","Bond RestoBar"
"Jul 10, 2025 @ 12:33:31.713","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:30.998","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:30.593","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:30.462","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:30.152","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:29.405","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:28.637","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:27.445","webapi.magicpin.in/oms_partner/ondc","Dhanalakshmi Veg"
"Jul 10, 2025 @ 12:33:27.355","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:27.342","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:27.127","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:26.264","webapi.magicpin.in/oms_partner/ondc","King's Samosa"
"Jul 10, 2025 @ 12:33:26.263","webapi.magicpin.in/oms_partner/ondc","Hotel Marathwada"
"Jul 10, 2025 @ 12:33:26.260","webapi.magicpin.in/oms_partner/ondc","The Rasoighar"
"Jul 10, 2025 @ 12:33:25.019","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:24.862","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:24.722","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:24.700","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:24.048","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:22.756","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:22.429","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:22.363","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:22.280","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:20.532","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:20.136","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:19.744","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:19.112","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:18.386","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:17.816","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:17.487","webapi.magicpin.in/oms_partner/ondc","Amritsar Express"
"Jul 10, 2025 @ 12:33:17.259","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:16.776","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:15.580","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:14.917","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:14.596","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:14.015","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:13.321","webapi.magicpin.in/oms_partner/ondc",Muncha
"Jul 10, 2025 @ 12:33:12.302","webapi.magicpin.in/oms_partner/ondc","Hotel Ajinkyatara"
"Jul 10, 2025 @ 12:33:12.290","webapi.magicpin.in/oms_partner/ondc","Hyderabad Chefs The Biryani House"
"Jul 10, 2025 @ 12:33:12.280","webapi.magicpin.in/oms_partner/ondc","China Gate"
"Jul 10, 2025 @ 12:33:11.635","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:11.453","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:10.242","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:09.894","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:09.021","webapi.magicpin.in/oms_partner/ondc","Kandozz Biryani"
"Jul 10, 2025 @ 12:33:08.866","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:08.719","webapi.magicpin.in/oms_partner/ondc","Keshri Dhaba"
"Jul 10, 2025 @ 12:33:07.360","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:07.130","webapi.magicpin.in/oms_partner/ondc","Soroush Biriyani"
"Jul 10, 2025 @ 12:33:07.129","webapi.magicpin.in/oms_partner/ondc","Edesia By Freshmenu"
"Jul 10, 2025 @ 12:33:07.127","webapi.magicpin.in/oms_partner/ondc","Edesia By Freshmenu"
"Jul 10, 2025 @ 12:33:05.727","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:04.957","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:03.905","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:02.514","webapi.magicpin.in/oms_partner/ondc",Saltlake
"Jul 10, 2025 @ 12:33:02.496","webapi.magicpin.in/oms_partner/ondc","Nati Style Biryani"
"Jul 10, 2025 @ 12:33:01.736","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:01.584","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:00.837","webapi.magicpin.in/oms_partner/ondc","SP Chinese Point"
"Jul 10, 2025 @ 12:33:00.835","webapi.magicpin.in/oms_partner/ondc","Niyaaz Biryani House"
"Jul 10, 2025 @ 12:33:00.833","webapi.magicpin.in/oms_partner/ondc","Giriraj Chinese"
"Jul 10, 2025 @ 12:33:00.515","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:59.415","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:58.578","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:58.031","biz.enstore.com","-"
"Jul 10, 2025 @ 12:32:57.983","biz.enstore.com","-"
"Jul 10, 2025 @ 12:32:57.893","webapi.magicpin.in/oms_partner/ondc","Hyderabadi Bawarchi"
"Jul 10, 2025 @ 12:32:57.029","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:56.259","webapi.magicpin.in/oms_partner/ondc","22nd Street Burgers"
"Jul 10, 2025 @ 12:32:55.654","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:55.395","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:55.381","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:54.063","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:54.029","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:53.054","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:52.965","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:50.931","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:50.148","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:49.989","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:49.065","webapi.magicpin.in/oms_partner/ondc","Glee Dessert"
"Jul 10, 2025 @ 12:32:48.997","webapi.magicpin.in/oms_partner/ondc","Matsya Loka, Sea Food Restaurant"
"Jul 10, 2025 @ 12:32:48.805","biz.enstore.com","-"
"Jul 10, 2025 @ 12:32:48.514","webapi.magicpin.in/oms_partner/ondc","Mother's Legacy Kitchen"
"Jul 10, 2025 @ 12:32:47.715","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:47.526","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:46.336","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:45.949","webapi.magicpin.in/oms_partner/ondc","Rutbah By Etsu"
"Jul 10, 2025 @ 12:32:45.230","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:45.054","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:44.231","biz.enstore.com","-"
"Jul 10, 2025 @ 12:32:43.953","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:43.678","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:42.818","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:42.266","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:41.712","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:41.423","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:41.189","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:40.340","webapi.magicpin.in/oms_partner/ondc","Sri Radhe Rasoi"
"Jul 10, 2025 @ 12:32:40.338","webapi.magicpin.in/oms_partner/ondc",EAT247
"Jul 10, 2025 @ 12:32:39.315","webapi.magicpin.in/oms_partner/ondc","Vivaan Veg Non Veg"
"Jul 10, 2025 @ 12:32:39.222","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:38.787","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:38.455","webapi.magicpin.in/oms_partner/ondc","Vicky's Pizzeria"
"Jul 10, 2025 @ 12:32:38.121","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:37.004","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:36.621","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:36.215","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:35.914","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:34.776","biz.enstore.com","-"
"Jul 10, 2025 @ 12:32:34.355","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:33.746","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:31.662","webapi.magicpin.in/oms_partner/ondc","Sulemani Chichas"
"Jul 10, 2025 @ 12:32:31.662","webapi.magicpin.in/oms_partner/ondc","Mr. Cane"
"Jul 10, 2025 @ 12:32:31.511","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:31.216","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:30.065","biz.enstore.com","-"
"Jul 10, 2025 @ 12:32:29.191","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:28.941","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:27.815","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:27.583","webapi.magicpin.in/oms_partner/ondc","Momo's Chinese"
"Jul 10, 2025 @ 12:32:27.577","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:26.979","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:26.605","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:25.199","webapi.magicpin.in/oms_partner/ondc","Tirumala Dosa Corner"
"Jul 10, 2025 @ 12:32:25.192","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:24.799","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:24.026","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:22.985","webapi.magicpin.in/oms_partner/ondc","Ching's Zayka"
"Jul 10, 2025 @ 12:32:22.985","webapi.magicpin.in/oms_partner/ondc","Aalam Biryani Muradabadi"
"Jul 10, 2025 @ 12:32:22.768","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:22.546","webapi.magicpin.in/oms_partner/ondc","The Magic Cafe"
"Jul 10, 2025 @ 12:32:22.500","webapi.magicpin.in/oms_partner/ondc",Beeryani
"Jul 10, 2025 @ 12:32:22.493","webapi.magicpin.in/oms_partner/ondc","Mr. Dosa Point"
"Jul 10, 2025 @ 12:32:21.635","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:20.638","webapi.magicpin.in/oms_partner/ondc","Beer Adda"
"Jul 10, 2025 @ 12:32:20.533","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:20.299","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:20.143","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:19.396","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:18.419","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:18.306","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:17.859","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:17.730","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:17.207","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:16.171","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:16.057","webapi.magicpin.in/oms_partner/ondc","The Food Theory"
"Jul 10, 2025 @ 12:32:15.465","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:15.205","webapi.magicpin.in/oms_partner/ondc","Udupi Shri Krishna"
"Jul 10, 2025 @ 12:32:15.047","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:13.910","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:13.833","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:13.322","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:12.930","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:12.820","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:11.477","webapi.magicpin.in/oms_partner/ondc","Angel Cafe"
"Jul 10, 2025 @ 12:32:11.472","webapi.magicpin.in/oms_partner/ondc","Jadhav Vadapav"
"Jul 10, 2025 @ 12:32:11.164","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:10.665","webapi.magicpin.in/oms_partner/ondc","Spicy Kitchen"
"Jul 10, 2025 @ 12:32:10.599","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:09.249","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:08.963","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:08.352","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:08.278","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:06.926","webapi.magicpin.in/oms_partner/ondc","Itminaan Matka Biryani - Slow Cooked"
"Jul 10, 2025 @ 12:32:06.706","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:06.150","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:06.090","webapi.magicpin.in/oms_partner/ondc","Shree Swami Samarth Snacks And Poli Bhaji Kendra"
"Jul 10, 2025 @ 12:32:06.050","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:03.768","webapi.magicpin.in/oms_partner/ondc","Shree Ganesh Snack Center"
"Jul 10, 2025 @ 12:32:03.765","webapi.magicpin.in/oms_partner/ondc","A2z Momo King"
"Jul 10, 2025 @ 12:32:03.746","webapi.magicpin.in/oms_partner/ondc","The Lassi Corner"
"Jul 10, 2025 @ 12:32:03.360","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:03.300","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:01.467","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:01.220","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:01.033","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:01.018","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:32:01.007","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:59.332","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:59.035","webapi.magicpin.in/oms_partner/ondc","Koli Sea Foods"
"Jul 10, 2025 @ 12:31:58.815","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:58.764","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:58.687","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:57.202","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:56.789","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:56.533","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:56.507","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:56.444","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:55.025","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:54.591","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:54.360","webapi.magicpin.in/oms_partner/ondc","Divyasree Andhra Style Hotel"
"Jul 10, 2025 @ 12:31:54.275","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:54.098","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:52.818","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:51.892","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:51.767","webapi.magicpin.in/oms_partner/ondc","Sweet Truth - Cake and Desserts"
"Jul 10, 2025 @ 12:31:51.681","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:51.662","webapi.magicpin.in/oms_partner/ondc","Sai Hotel"
"Jul 10, 2025 @ 12:31:50.612","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:49.570","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:49.113","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:49.107","webapi.magicpin.in/oms_partner/ondc","Saee's Biryani"
"Jul 10, 2025 @ 12:31:49.104","webapi.magicpin.in/oms_partner/ondc","Sadguru Dosa Centre"
"Jul 10, 2025 @ 12:31:48.994","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:48.451","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:47.450","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:46.940","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:45.948","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:45.209","webapi.magicpin.in/oms_partner/ondc","Momo Station"
"Jul 10, 2025 @ 12:31:45.199","webapi.magicpin.in/oms_partner/ondc","Mane Holige Kuruku Thindi"
"Jul 10, 2025 @ 12:31:45.196","webapi.magicpin.in/oms_partner/ondc","Dhansagar Restaurant"
"Jul 10, 2025 @ 12:31:44.931","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:44.724","biz.enstore.com","-"
"Jul 10, 2025 @ 12:31:44.474","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:43.715","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:42.726","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:42.391","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:42.171","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:41.488","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:40.532","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:40.177","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:40.060","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:40.000","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:39.239","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:38.203","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:37.942","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:37.818","webapi.magicpin.in/oms_partner/ondc","Rice Cafee"
"Jul 10, 2025 @ 12:31:35.692","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:35.656","biz.enstore.com","-"
"Jul 10, 2025 @ 12:31:35.499","webapi.magicpin.in/oms_partner/ondc",Foodism
"Jul 10, 2025 @ 12:31:35.463","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:35.457","webapi.magicpin.in/oms_partner/ondc",Vijayalakshmi
"Jul 10, 2025 @ 12:31:35.055","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:33.155","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:33.072","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:32.725","webapi.magicpin.in/oms_partner/ondc","Ramdas Bakers"
"Jul 10, 2025 @ 12:31:32.662","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:31.705","biz.enstore.com","-"
"Jul 10, 2025 @ 12:31:29.934","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:29.919","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:29.909","biz.enstore.com","-"
"Jul 10, 2025 @ 12:31:29.780","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:29.284","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:27.344","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:27.328","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:27.126","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:27.119","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:27.045","webapi.magicpin.in/oms_partner/ondc","Dunkel Braun"
"Jul 10, 2025 @ 12:31:25.035","biz.enstore.com","-"
"Jul 10, 2025 @ 12:31:25.004","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:24.560","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:22.731","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:22.566","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:21.858","webapi.magicpin.in/oms_partner/ondc","Donne Biryani Hatti Mane"
"Jul 10, 2025 @ 12:31:21.856","webapi.magicpin.in/oms_partner/ondc","Dwarka Restaurant"
"Jul 10, 2025 @ 12:31:21.570","webapi.magicpin.in/oms_partner/ondc","Glee Dessert"
"Jul 10, 2025 @ 12:31:20.338","biz.enstore.com","-"
"Jul 10, 2025 @ 12:31:19.883","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:19.635","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:18.950","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:18.416","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:17.436","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:16.726","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:16.658","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:15.675","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:14.521","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:14.429","webapi.magicpin.in/oms_partner/ondc","Kadhai Chicken Factory"
"Jul 10, 2025 @ 12:31:14.404","webapi.magicpin.in/oms_partner/ondc","Mamledar Misal"
"Jul 10, 2025 @ 12:31:14.403","webapi.magicpin.in/oms_partner/ondc","Mad About Momo's"
"Jul 10, 2025 @ 12:31:13.589","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:12.615","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:12.174","biz.enstore.com","-"
"Jul 10, 2025 @ 12:31:11.589","webapi.magicpin.in/oms_partner/ondc","Donut Hubb"
"Jul 10, 2025 @ 12:31:10.393","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:09.784","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:09.706","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:09.428","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:09.081","webapi.magicpin.in/oms_partner/ondc","Idlis Unlimited"
"Jul 10, 2025 @ 12:31:08.278","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:07.091","webapi.magicpin.in/oms_partner/ondc","Oye Balle Balle"
"Jul 10, 2025 @ 12:31:07.015","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:06.867","webapi.magicpin.in/oms_partner/ondc","7 Star Dum Biryani"
"Jul 10, 2025 @ 12:31:05.640","biz.enstore.com","-"
"Jul 10, 2025 @ 12:31:04.752","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:04.436","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:04.270","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:03.120","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:02.298","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:01.951","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:01.840","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:01.514","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:31:00.476","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:59.881","webapi.magicpin.in/oms_partner/ondc","Lassi Corner"
"Jul 10, 2025 @ 12:30:59.875","webapi.magicpin.in/oms_partner/ondc","Crypto Chai by Voosh"
"Jul 10, 2025 @ 12:30:59.776","webapi.magicpin.in/oms_partner/ondc","Mumba Devi Snacks Centre"
"Jul 10, 2025 @ 12:30:59.612","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:59.361","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:58.074","webapi.magicpin.in/oms_partner/ondc","New Poona Bakery"
"Jul 10, 2025 @ 12:30:57.627","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:57.588","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:57.285","webapi.magicpin.in/oms_partner/ondc","Techies Kitchen"
"Jul 10, 2025 @ 12:30:57.192","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:55.773","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:55.403","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:55.255","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:55.052","webapi.magicpin.in/oms_partner/ondc",Chocolacious
"Jul 10, 2025 @ 12:30:54.990","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:53.614","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:53.248","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:53.013","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:52.899","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:52.483","webapi.magicpin.in/oms_partner/ondc","JT Lounge Restaurant & Cafe"
"Jul 10, 2025 @ 12:30:52.479","webapi.magicpin.in/oms_partner/ondc","Matru Sagar"
"Jul 10, 2025 @ 12:30:51.226","webapi.magicpin.in/oms_partner/ondc","Naanis Litti Chokha"
"Jul 10, 2025 @ 12:30:51.225","webapi.magicpin.in/oms_partner/ondc","N.S KITCHEN"
"Jul 10, 2025 @ 12:30:51.225","webapi.magicpin.in/oms_partner/ondc","Naadbramha Idli Viman Nagar"
