"created_at","bpp_details.bpp_id","location_details.address.name"
"Jul 10, 2025 @ 12:28:04.098","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:02.027","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:01.669","biz.enstore.com","-"
"Jul 10, 2025 @ 12:28:01.402","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:00.692","webapi.magicpin.in/oms_partner/ondc","Royal Taste Italian And Chinese"
"Jul 10, 2025 @ 12:27:59.556","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:58.950","webapi.magicpin.in/oms_partner/ondc","Beliver's Street Food"
"Jul 10, 2025 @ 12:27:58.932","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:58.925","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:58.343","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:57.286","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:56.460","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:56.298","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:56.204","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:56.058","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:54.838","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:54.239","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:54.011","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:54.004","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:53.777","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:52.409","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:51.922","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:51.762","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:51.610","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:51.409","webapi.magicpin.in/oms_partner/ondc","Yk's Food Corner"
"Jul 10, 2025 @ 12:27:51.407","webapi.magicpin.in/oms_partner/ondc","Hotel Malhar"
"Jul 10, 2025 @ 12:27:50.224","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:49.613","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:49.318","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:49.233","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:48.800","webapi.magicpin.in/oms_partner/ondc","Chinese Exprezz"
"Jul 10, 2025 @ 12:27:47.922","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:46.898","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:46.765","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:46.528","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:45.481","webapi.magicpin.in/oms_partner/ondc","Shabri Hotel"
"Jul 10, 2025 @ 12:27:45.340","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:44.195","webapi.magicpin.in/oms_partner/ondc","Crypto Chai by Voosh"
"Jul 10, 2025 @ 12:27:44.046","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:27:44.042","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:27:44.034","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:27:43.944","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:43.100","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:42.914","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:41.672","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:41.644","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:41.636","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:40.364","webapi.magicpin.in/oms_partner/ondc","Atharva’s Chicken Shawarma"
"Jul 10, 2025 @ 12:27:40.319","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:27:40.317","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:27:40.314","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:27:40.312","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:27:39.406","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:39.314","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:39.256","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:37.913","webapi.magicpin.in/oms_partner/ondc","Aptez Dosa Cafe"
"Jul 10, 2025 @ 12:27:37.788","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:27:37.786","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:27:37.783","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:27:37.781","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:27:37.777","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:27:36.992","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:36.790","webapi.magicpin.in/oms_partner/ondc","De Firrrange Cafe"
"Jul 10, 2025 @ 12:27:36.707","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:35.718","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:35.469","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:34.815","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:34.360","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:33.335","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:32.598","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:32.335","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:31.846","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:31.811","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:30.740","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:30.250","webapi.magicpin.in/oms_partner/ondc","Momo Street"
"Jul 10, 2025 @ 12:27:30.098","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:29.282","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:29.175","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:28.496","webapi.magicpin.in/oms_partner/ondc","New Punjabi Veg Restaurant"
"Jul 10, 2025 @ 12:27:28.121","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:27.661","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:26.929","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:26.752","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:25.982","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:25.098","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:25.056","biz.enstore.com","-"
"Jul 10, 2025 @ 12:27:24.385","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:24.226","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:23.784","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:20.994","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:20.510","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:19.468","biz.enstore.com","-"
"Jul 10, 2025 @ 12:27:18.290","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:17.235","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:15.601","webapi.magicpin.in/oms_partner/ondc","Pizza @ Burger Hub, Jatpur"
"Jul 10, 2025 @ 12:27:14.587","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:13.757","webapi.magicpin.in/oms_partner/ondc","The Cake Deluxe"
"Jul 10, 2025 @ 12:27:13.733","webapi.magicpin.in/oms_partner/ondc","Luo Han"
"Jul 10, 2025 @ 12:27:13.200","biz.enstore.com","-"
"Jul 10, 2025 @ 12:27:12.280","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:12.061","biz.enstore.com","-"
"Jul 10, 2025 @ 12:27:10.669","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:10.035","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:09.776","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:09.267","webapi.magicpin.in/oms_partner/ondc","Grabbit Snackkit"
"Jul 10, 2025 @ 12:27:09.267","webapi.magicpin.in/oms_partner/ondc","The Juice Company"
"Jul 10, 2025 @ 12:27:09.265","webapi.magicpin.in/oms_partner/ondc","Dastan-E-Biryani"
"Jul 10, 2025 @ 12:27:08.385","biz.enstore.com","-"
"Jul 10, 2025 @ 12:27:05.278","biz.enstore.com","-"
"Jul 10, 2025 @ 12:27:04.373","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:03.993","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:03.140","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:02.761","biz.enstore.com","-"
"Jul 10, 2025 @ 12:27:01.992","webapi.magicpin.in/oms_partner/ondc","Momos Chowk"
"Jul 10, 2025 @ 12:27:01.991","webapi.magicpin.in/oms_partner/ondc","Kunal Cake House"
"Jul 10, 2025 @ 12:27:01.755","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:27:01.280","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:58.447","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:57.963","webapi.magicpin.in/oms_partner/ondc","The Foodies Bhawana"
"Jul 10, 2025 @ 12:26:57.950","webapi.magicpin.in/oms_partner/ondc","Puliyogare Mane"
"Jul 10, 2025 @ 12:26:56.646","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:56.063","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:54.663","webapi.magicpin.in/oms_partner/ondc","Nice Cake"
"Jul 10, 2025 @ 12:26:54.660","webapi.magicpin.in/oms_partner/ondc","Creamy Cake Zone"
"Jul 10, 2025 @ 12:26:53.212","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:52.975","webapi.magicpin.in/oms_partner/ondc","Basaveshwar Khanavali"
"Jul 10, 2025 @ 12:26:52.534","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:26:52.532","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:26:51.738","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:50.967","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:50.641","webapi.magicpin.in/oms_partner/ondc","Upland Salt"
"Jul 10, 2025 @ 12:26:50.224","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:49.737","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:48.672","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:26:48.453","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:48.200","webapi.magicpin.in/oms_partner/ondc","Radha Ki Rasoi"
"Jul 10, 2025 @ 12:26:48.197","webapi.magicpin.in/oms_partner/ondc","Local Heights"
"Jul 10, 2025 @ 12:26:45.037","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:44.834","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:44.431","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:43.702","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:43.032","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:42.341","webapi.magicpin.in/oms_partner/ondc","Grameen Kulfi"
"Jul 10, 2025 @ 12:26:41.348","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:41.020","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:40.512","webapi.magicpin.in/oms_partner/ondc","ZAZA Mughal Biryani"
"Jul 10, 2025 @ 12:26:40.190","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:40.053","webapi.magicpin.in/oms_partner/ondc","Rocky's Shawarma"
"Jul 10, 2025 @ 12:26:37.745","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:37.276","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:36.667","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:35.866","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:35.117","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:32.555","webapi.magicpin.in/oms_partner/ondc","Kalyan Bhel"
"Jul 10, 2025 @ 12:26:31.707","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:30.395","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:29.348","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:29.290","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:29.274","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:27.444","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:26.799","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:25.548","webapi.magicpin.in/oms_partner/ondc","Ludos Pizza"
"Jul 10, 2025 @ 12:26:25.545","webapi.magicpin.in/oms_partner/ondc","Mh 10 Maharashtrian Cuisine"
"Jul 10, 2025 @ 12:26:25.465","biz.enstore.com","-"
"Jul 10, 2025 @ 12:26:22.781","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:22.620","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:22.538","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:20.660","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:20.130","biz.enstore.com","-"
"Jul 10, 2025 @ 12:26:19.953","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:18.950","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:18.594","webapi.magicpin.in/oms_partner/ondc","Pizza Cafe By Student's Tiffin Corner"
"Jul 10, 2025 @ 12:26:17.944","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:17.432","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:17.149","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:15.918","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:13.010","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:12.870","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:12.192","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:11.622","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:11.081","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:10.299","webapi.magicpin.in/oms_partner/ondc","Smit's Cake Cafe"
"Jul 10, 2025 @ 12:26:09.145","webapi.magicpin.in/oms_partner/ondc","Monga Restaurant Punjabi Flavours"
"Jul 10, 2025 @ 12:26:06.685","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:06.560","webapi.magicpin.in/oms_partner/ondc","New Aswad Gomantak"
"Jul 10, 2025 @ 12:26:06.533","webapi.magicpin.in/oms_partner/ondc","Cafe Chokolade"
"Jul 10, 2025 @ 12:26:06.522","webapi.magicpin.in/oms_partner/ondc","Austin 40 Cafehouse"
"Jul 10, 2025 @ 12:26:06.195","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:05.728","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:03.742","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:03.719","webapi.magicpin.in/oms_partner/ondc","The Pink Spoon"
"Jul 10, 2025 @ 12:26:03.715","webapi.magicpin.in/oms_partner/ondc","Jain Sahab Ke Chole Bhature"
"Jul 10, 2025 @ 12:26:03.714","webapi.magicpin.in/oms_partner/ondc","Kukoo's"
"Jul 10, 2025 @ 12:26:03.711","webapi.magicpin.in/oms_partner/ondc","Hub Of Taste"
"Jul 10, 2025 @ 12:26:03.391","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:03.367","webapi.magicpin.in/oms_partner/ondc","Hotel MH-20"
"Jul 10, 2025 @ 12:26:03.287","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:01.509","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:01.468","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:00.972","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:00.883","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:26:00.637","webapi.magicpin.in/oms_partner/ondc","Pizza & Sweets Star Restaurant 24/7"
"Jul 10, 2025 @ 12:26:00.636","webapi.magicpin.in/oms_partner/ondc","HR 31 Pizza &Sweets Restaurant"
"Jul 10, 2025 @ 12:25:59.337","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:59.213","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:58.706","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:58.577","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:58.085","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:57.080","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:56.808","webapi.magicpin.in/oms_partner/ondc","The Passenger's Bar Food & Drink"
"Jul 10, 2025 @ 12:25:56.804","webapi.magicpin.in/oms_partner/ondc","Amritsari Punjabi Rasoi Pratap Da Dhaba"
"Jul 10, 2025 @ 12:25:56.332","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:55.549","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:55.246","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:54.925","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:54.618","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:54.018","webapi.magicpin.in/oms_partner/ondc","Prem Vilas Kitchen"
"Jul 10, 2025 @ 12:25:52.737","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:52.518","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:52.020","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:51.594","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:50.536","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:49.853","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:49.771","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:48.541","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:48.484","webapi.magicpin.in/oms_partner/ondc","ZAZA Mughal Biryani"
"Jul 10, 2025 @ 12:25:48.474","webapi.magicpin.in/oms_partner/ondc","Flavours 21(Pure Veg)"
"Jul 10, 2025 @ 12:25:47.568","webapi.magicpin.in/oms_partner/ondc",Gudbud
"Jul 10, 2025 @ 12:25:47.450","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:47.394","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:46.122","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:45.744","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:45.274","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:45.092","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:45.080","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:43.233","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:42.997","webapi.magicpin.in/oms_partner/ondc","Pizza HR31 Wala"
"Jul 10, 2025 @ 12:25:42.757","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:42.635","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:41.709","webapi.magicpin.in/oms_partner/ondc","Glee Dessert"
"Jul 10, 2025 @ 12:25:40.969","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:40.808","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:40.505","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:40.221","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:38.698","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:38.055","webapi.magicpin.in/oms_partner/ondc","The Mafia"
"Jul 10, 2025 @ 12:25:37.910","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:37.303","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:37.067","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:36.507","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:35.868","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:35.771","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:34.974","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:34.262","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:34.255","webapi.magicpin.in/oms_partner/ondc","Octa Food"
"Jul 10, 2025 @ 12:25:34.244","webapi.magicpin.in/oms_partner/ondc","Grand Desi Paratha"
"Jul 10, 2025 @ 12:25:34.234","webapi.magicpin.in/oms_partner/ondc","NEW HOT GRILL"
"Jul 10, 2025 @ 12:25:33.742","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:33.622","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:32.108","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:31.522","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:30.820","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:29.671","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:29.303","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:28.725","webapi.magicpin.in/oms_partner/ondc","ZAZA Mughal Biryani"
"Jul 10, 2025 @ 12:25:28.303","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:27.257","webapi.magicpin.in/oms_partner/ondc","Gelato Vinto"
"Jul 10, 2025 @ 12:25:27.067","webapi.magicpin.in/oms_partner/ondc","Smoothies Cafe"
"Jul 10, 2025 @ 12:25:27.061","webapi.magicpin.in/oms_partner/ondc","Lassi & More"
"Jul 10, 2025 @ 12:25:26.785","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:26.421","webapi.magicpin.in/oms_partner/ondc","Pizza Company@70"
"Jul 10, 2025 @ 12:25:26.035","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:25.076","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:24.844","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:24.589","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:24.243","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:23.812","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:22.915","webapi.magicpin.in/oms_partner/ondc","Cakes 'N' Bakes"
"Jul 10, 2025 @ 12:25:22.712","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:22.424","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:21.520","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:21.108","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:20.489","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:20.418","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:18.984","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:18.915","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:18.219","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:18.098","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:17.911","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:16.744","webapi.magicpin.in/oms_partner/ondc",Churroz
"Jul 10, 2025 @ 12:25:14.451","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:14.040","webapi.magicpin.in/oms_partner/ondc","Eater's Cart"
"Jul 10, 2025 @ 12:25:14.036","webapi.magicpin.in/oms_partner/ondc","Chaat Ka Chaska"
"Jul 10, 2025 @ 12:25:14.036","webapi.magicpin.in/oms_partner/ondc","Voosh Dakshin"
"Jul 10, 2025 @ 12:25:13.960","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:13.771","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:13.358","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:11.333","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:11.266","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:11.175","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:10.973","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:10.726","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:09.022","webapi.magicpin.in/oms_partner/ondc","Feast Chicken"
"Jul 10, 2025 @ 12:25:08.738","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:08.613","webapi.magicpin.in/oms_partner/ondc","Urban Singh"
"Jul 10, 2025 @ 12:25:08.608","webapi.magicpin.in/oms_partner/ondc","The Lassi Corner"
"Jul 10, 2025 @ 12:25:08.389","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:07.923","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:06.317","biz.enstore.com","-"
"Jul 10, 2025 @ 12:25:06.216","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:06.036","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:25:06.032","biz.enstore.com","-"
